ATDNNR,Country,Subdivision,Site,PlotCode,Altitude,Latitude,Longitude,PlotSize,PlotType,DBHmin,Owner/contact
1078,Venezuela,Bolivar,"Lower Ka'kada river, Yudamakwa I Ecological Station, Dudu",DUDU,,5.5,-64.59,1,single,10,Hernan Castellanos
1079,Peru,Cusco,Pongo de Qonec,PDQ_01,710,-12.99,-71.43,1,single,10,Isau Huamantupa-Chuquimaco
1083,Colombia,Vaupés,"Caparu Biological Station, MNU1",COLMNU1,,-1.07,-69.52,1,single,10,"María Natalia Umaña Medina, Pablo Stevenson"
1084,Colombia,Vaupés,"Caparu Biological Station, MNU2",COLMNU2,,-1.08,-69.51,1,single,10,"María Natalia Umaña Medina, Pablo Stevenson"
1085,Colombia,Vaupés,"Caparu Biological Station, MNU3",COLMNU3,,-1.09,-69.53,1,single,10,"María Natalia Umaña Medina, Pablo Stevenson"
1086,Brazil,Amazonas,Nove de Janeiro A1,NDJ_A1,,-7.39,-62.91,1.5,combi,9.55,Igor Georgios Fotopoulos
1087,Brazil,Amazonas,Nove de Janeiro A2,NDJ_A2,,-7.46,-62.88,1.5,combi,9.55,Igor Georgios Fotopoulos
1088,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 1",IAN_01,,-1.45,-48.44,1,single,10,"Pires, Koury"
1089,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.1",IAN_02,,-1.45,-48.44,1,single,10,"Pires, Koury"
1090,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.2",IAN_03,,-1.45,-48.44,1,single,10,"Pires, Koury"
1091,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.3",IAN_04,,-1.44,-48.44,0.9,single,10,"Pires, Koury"
1092,Brazil,Pará,"Guama, I.A.N., Igarape Sapucajuba Plot 2.4",IAN_05,,-1.44,-48.44,0.9,single,10,"Pires, Koury"
1093,Brazil,Amazonas,Rio Urucu Ha1,URU_H1,,-5,-65,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
1094,Brazil,Amazonas,Rio Urucu Ha2,URU_H2,,-5,-65,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
1095,Brazil,Amazonas,ZF2 Campinarana,ZF2_CAMP,,-2.6,-60.21,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos"
1096,Brazil,Pará,"Juruti - Pará, upland forest, Mutum",JUR_MUT,,-2.62,-56.22,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
1097,Brazil,Pará,"Juruti - Pará, upland forest, Guarana",JUR_GUA,,-2.5,-56.24,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
1098,Brazil,Pará,"Juruti - Pará, upland forest, Galileia",JUR_GAL,,-2.5,-56.35,1,single,10,"Iêda Amaral, Francisca Dionízia de Almeida Matos, Diógenes de Andrade Lima Filho"
1100,Brazil,Amazonas,"Juruá, Beira Jurua",JUR_BJ,,-3.21,-66,0.5,single,10,Rafael Leandro de Assis
1101,Brazil,Amazonas,"Juruá, Breu chefe",JUR_BC,,-3.24,-66.05,0.5,single,10,Rafael Leandro de Assis
1102,Brazil,Amazonas,"Juruá, Formigal do lago",JUR_FL,,-3.34,-66.05,0.5,single,10,Rafael Leandro de Assis
1103,Brazil,Amazonas,"Juruá, Ilha Breu",JUR_IB,,-3.21,-66.02,0.5,single,10,Rafael Leandro de Assis
1104,Brazil,Amazonas,"Juruá, Lago sacado",JUR_LS,,-3.36,-66.03,0.5,single,10,Rafael Leandro de Assis
1105,Brazil,Amazonas,"Juruá, lamaçal",JUR_I,,-3.21,-65.99,0.5,single,10,Rafael Leandro de Assis
1106,Brazil,Amazonas,"Jutaí, Cano Pifani",JUT_CP,,-3.37,-67.49,0.5,single,10,Rafael Leandro de Assis
1107,Brazil,Amazonas,"Jutaí, Carauaçuzal",JUT_CA,,-3.33,-67.45,0.25,single,10,Rafael Leandro de Assis
1108,Brazil,Amazonas,"Jutaí, Enseada do Retiro",JUT_ER,,-3.4,-67.5,0.5,single,10,Rafael Leandro de Assis
1109,Brazil,Amazonas,"Jutaí, Lago da Pifani",JUT_FP,,-3.38,-67.5,0.25,single,10,Rafael Leandro de Assis
1110,Brazil,Amazonas,"Jutaí, Praia Arabu",JUT_PA,,-3.33,-67.45,1,single,10,Rafael Leandro de Assis
1111,Brazil,Amazonas,"Jutaí, Volta do Cariru",JUT_VC,,-3.37,-67.48,0.5,single,10,Rafael Leandro de Assis
1112,Brazil,Amazonas,"Tefé, Cacautuba",TEF_CA,,-4.13,-65.08,0.5,single,10,Rafael Leandro de Assis
1113,Brazil,Amazonas,"Tefé, Catuquira",TEF_CT,,-3.99,-65.02,0.5,single,10,Rafael Leandro de Assis
1114,Brazil,Amazonas,"Tefé, Estirão",TEF_ES,,-4.12,-65.09,0.5,single,10,Rafael Leandro de Assis
1115,Brazil,Amazonas,"Tefé, Genesio",TEF_GE,,-3.99,-65.02,0.5,single,10,Rafael Leandro de Assis
1116,Brazil,Amazonas,"Tefé, Poção",TEF_PO,,-4.17,-65.13,0.5,single,10,Rafael Leandro de Assis
1117,Brazil,Amazonas,"Tefé, Sto Antonio",TEF_SA,,-4.16,-65.1,0.5,single,10,Rafael Leandro de Assis
1128,Brazil,Amazonas,Manaus Curari (0.875 ha),CURARI,,-3.34,-60.12,0.875,single,10,Florian Wittmann
1129,Brazil,Amazonas,Marchantaria late secondary,MARCH,,-3.25,-59.97,1,single,10,Florian Wittmann
1130,Brazil,Amazonas,MSDR Arribada (1 ha),MSDR_A,,-2.86,-64.91,1,single,10,Florian Wittmann
1131,Brazil,Amazonas,MSDR Dorico (1 ha),MSDR_D,,-2.9,-64.89,1,single,10,Florian Wittmann
1132,Brazil,Amazonas,MSDR Gavao (1 ha),MSDR_G,,-2.91,-64.88,1,single,10,Florian Wittmann
1133,Brazil,Amazonas,MSDR Mujui I (1 ha),MSDR_M1,,-2.86,-64.91,1,single,10,Florian Wittmann
1134,Brazil,Amazonas,MSDR Mujui II (1 ha),MSDR_M2,,-2.86,-64.92,1,single,10,Florian Wittmann
1135,Brazil,Amazonas,MSDR Panelao (1 ha),MSDR_P1,,-2.8,-65.06,1,single,10,Florian Wittmann
1136,Brazil,Amazonas,MSDR Paracuúba (1 ha),MSDR_P2,,-2.83,-65.04,1,single,10,Florian Wittmann
1142,Brazil,Amazonas,"Lago Amana, Igapó médio",AMANA_IM,,-2.56,-64.7,1,single,10,"Jochen Schöngart, Florian Wittmann"
1143,Brazil,Amazonas,"Lago Amana, Igapó baixia",AMANA_IB,,-2.56,-64.7,1,single,10,"Jochen Schöngart, Florian Wittmann"
1144,Brazil,Amazonas,"Lago Amana, Igapó baixia",AMANA_IA,,-2.56,-64.7,1,single,10,"Jochen Schöngart, Florian Wittmann"
1145,French Guiana,Maripasoula,"Monts d'Arawa, plot 1",ARW1,,2.81,-53.36,1,single,10,"Daniel Sabatier, Jean-François Molino"
1146,French Guiana,Maripasoula,"Monts d'Arawa, plot 2",ARW2,,2.82,-53.37,1,single,10,"Daniel Sabatier, Jean-François Molino"
1147,French Guiana,Maripasoula,"Monts d'Arawa, plot 3",ARW3,,2.81,-53.37,1,single,10,"Daniel Sabatier, Jean-François Molino"
1148,French Guiana,Maripasoula,"Tumuc Humuc Monts Borne, plot 1",BOU1,,2.21,-54.45,1,single,10,"Daniel Sabatier, Jean-François Molino"
1149,French Guiana,Maripasoula,"Tumuc Humuc Monts Borne, plot 2",BOU2,,2.21,-54.44,1,single,10,"Daniel Sabatier, Jean-François Molino"
1150,French Guiana,Maripasoula,"Tumuc Humuc Monts Borne, plot 3",BOU3,,2.21,-54.44,1,single,10,"Daniel Sabatier, Jean-François Molino"
1151,French Guiana,Régina,"Massif des Emerillons, plot1",MEM1,,3.25,-53.09,1,single,10,"Daniel Sabatier, Jean-François Molino"
1152,French Guiana,Régina,"Massif des Emerillons, plot2",MEM2,,3.26,-53.08,1,single,10,"Daniel Sabatier, Jean-François Molino"
1153,French Guiana,Régina,"Massif des Emerillons, plot3",MEM3,,3.25,-53.08,1,single,10,"Daniel Sabatier, Jean-François Molino"
1154,French Guiana,Maripasoula,"Rivière Wanapi, plot 1",WAN1,,2.51,-53.82,1,single,10,"Daniel Sabatier, Jean-François Molino"
1155,French Guiana,Maripasoula,"Rivière Wanapi, plot 2",WAN2,,2.51,-53.83,1,single,10,"Daniel Sabatier, Jean-François Molino"
1156,French Guiana,Maripasoula,"Rivière Wanapi, plot 3",WAN3,,2.52,-53.83,1,single,10,"Daniel Sabatier, Jean-François Molino"
1157,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 15 km al NO de Jenaro Herrera.",COI_04,,-4.88,-73.79,0.5,single,10,Eurídice Honorio
1158,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahua, 20 km al NNO de Jenaro Herrera.",COI_05,,-4.81,-73.82,0.5,single,10,Eurídice Honorio
1159,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahua, 18 km al NNO de Jenaro Herrera.",COI_06,,-4.82,-73.81,0.5,single,10,Eurídice Honorio
1160,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahuillo, 18 km al NNO de Jenaro Herrera.",COI_07,,-4.81,-73.8,0.5,single,10,Eurídice Honorio
1161,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Iricahuillo, 18 km al NNO de Jenaro Herrera.",COI_08,,-4.82,-73.79,0.5,single,10,Eurídice Honorio
1162,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 17 km al O de Jenaro Herrera.",COY_01,,-4.91,-73.82,0.5,single,10,Eurídice Honorio
1163,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 14 km al O de Jenaro Herrera.",COY_02,,-4.92,-73.79,0.5,single,10,Eurídice Honorio
1164,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Cocha Yanallpa, 14 km al NO de Jenaro Herrera.",COY_03,,-4.88,-73.79,0.5,single,10,Eurídice Honorio
1170,Peru,Loreto,"Quebrada Copal, terreno del Sr. Mario Mozambique, 14.7 km al E de Jenaro Herrera.",JEN_13,145,-4.92,-73.54,1,single,10,"Eurídice Honorio, Roel Brienen, Oliver Phillips"
1171,Peru,Loreto,"Reserva Nacional Pacaya-Samiria, Cocha Iricahua, a 19.6 km al NO de Jenaro Herrera.",JEN_14,,-4.84,-73.83,0.5,single,10,Eurídice Honorio
1172,Peru,Loreto,"Quebrada Sapuena, a 7.9 km al NNE de Jenaro Herrera.",JEN_15,,-4.84,-73.65,0.5,single,10,Eurídice Honorio
1173,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Quebrada Yanayacu, Comunidad Veinte de Enero, a 1.44 Km al sur-sureste, parcela permanente 50m x 100m.",ENE_20.1,,-4.67,-73.82,0.5,single,10,Eurídice Honorio
1174,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Quebrada Yanayacu, Comunidad Veinte de Enero, a 1.94 Km al sur-sureste, parcela permanente 50m x 100m.",ENE_20.2,,-4.67,-73.82,0.5,single,10,Eurídice Honorio
1175,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10A,,-4.9,-73.65,1,single,10,"Eurídice Honorio, Nállarett Dávila"
1176,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10B,,-4.9,-73.65,1,single,10,"Eurídice Honorio, Nállarett Dávila"
1177,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10C,,-4.9,-73.65,0.85,single,10,"Eurídice Honorio, Nállarett Dávila"
1178,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10D,,-4.9,-73.65,0.85,single,10,"Eurídice Honorio, Nállarett Dávila"
1179,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10E,,-4.9,-73.65,1,single,10,"Eurídice Honorio, Nállarett Dávila"
1180,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10F,,-4.9,-73.65,1.2,single,10,"Eurídice Honorio, Nállarett Dávila"
1181,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10G,,-4.9,-73.65,1.2,single,10,"Eurídice Honorio, Nállarett Dávila"
1182,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Arboreto, 2.5 km al NEE de Jenaro Herrera.",JEN_10H,,-4.9,-73.65,1,single,10,"Eurídice Honorio, Nállarett Dávila"
1183,Peru,Loreto,"Quebrada Aucayacu, 7 km al SO de Jenaro Herrera.",QEBA_11,,-4.96,-73.72,0.5,single,10,Eurídice Honorio
1184,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Quebrada Braga, 9 km al SO de Jenaro Herrera.",QEBB_10,,-4.91,-73.75,0.5,single,10,Eurídice Honorio
1185,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Quebrada Fierro Cano, a 4.4 km al NE de Jenaro Herrera.",QEBF_13,,-4.87,-73.65,0.5,single,10,Eurídice Honorio
1186,Peru,Loreto,"Reserva Nacional Pacaya Samiria, Quebrada Iricahua, 17 km al NNO de Jenaro Herrera.",QEBI_09,,-4.82,-73.79,0.5,single,10,Eurídice Honorio
1187,Peru,Loreto,"Centro de Investigaciones Jenaro Herrera, Quebrada Lobillo, 9 km al SO de Jenaro Herrera.",QEBL_12,,-4.96,-73.72,0.5,single,10,Eurídice Honorio
1188,Brazil,Pará,Peixe Boi sub-plot 2,PXB_02,,-1.2,-47.32,1,single,10,Rafael Salomão
1189,Brazil,Pará,Peixe Boi sub-plot 3,PXB_03,,-1.2,-47.32,1,single,10,Rafael Salomão
1190,Bolivia,La Paz,"Parque Nacional Madidi. Norte de Apolo, Parcela Permanente de Muestreo # 12",PP_Resina_12,,-14.33,-68.57,1,single,10,"Sebastián Tello, Alfredo Fuentes, Alejandro Araujo-Murakami"
1191,Brazil,Roraima,"São Luiz, Serra Anauá",ROR_01,,1.13,-60.15,1,single,10,João Murça Pires
1192,Brazil,Roraima,"São Luiz, Serra Anauá",ROR_02,,1.12,-60.15,1,single,10,João Murça Pires
1193,Brazil,Roraima,"São Luiz, Serra S. Luiz",ROR_03,,1.13,-60.15,0.5,single,10,João Murça Pires
1194,Brazil,Roraima,"São Luiz, Serra S. Luiz",ROR_04,,1.13,-60.15,1,single,10,João Murça Pires
1195,Brazil,Roraima,"São João de Baliza, Serra S. João Baliza",ROR_05,,1.09,-59.87,1,single,10,João Murça Pires
1196,Brazil,Roraima,"Caroebe, dentro da cidade",ROR_06,,1,-59.65,1,single,10,João Murça Pires
1197,Brazil,Roraima,"Caroebe, Vila Entre Rios",ROR_07,,1,-59.65,1,single,10,João Murça Pires
1198,Brazil,Roraima,"Caroebe, Rod. Perimetral Norte Km 135",ROR_08,,1,-59.65,1,single,10,João Murça Pires
1199,Brazil,Roraima,"Caroebe, Serra Jatapu",ROR_09,,1,-59.65,0.5,single,10,João Murça Pires
1200,Brazil,Roraima,"Caroebe, Vila Entre Rios",ROR_10,,1,-59.65,1,single,10,João Murça Pires
1201,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), Cobre 3 alfa",PARAU_01,,-5.88,-50.48,1,single,10,Rafael Salomão
1202,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), Cobre Pojuca",PARAU_02,,-6.11,-50.28,1,single,10,Rafael Salomão
1203,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), Aeroporto",PARAU_03,,-6.11,-49.99,1,single,10,Rafael Salomão
1204,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), Rio Gelado",PARAU_04,,-6,-50.12,1,single,10,Rafael Salomão
1205,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), Manganês",PARAU_05,,-6.13,-50.22,1,single,10,Rafael Salomão
1206,Brazil,Pará,"Parauapebas, Carajás, Serra Norte (PA), N3-N4",PARAU_06,,-6.03,-50.18,1,single,10,Rafael Salomão
1207,Brazil,Maranhao,"Açailândia (MA), Tereceiros",MA_ACAI,,-4.95,-47.51,1,single,10,Rafael Salomão
1208,Brazil,Maranhao,"Santa Luzia (MA), VARIG",MA_SLUZ1,,-4.31,-46.46,1,single,10,Rafael Salomão
1209,Brazil,Maranhao,"Santa Luzia (MA), FRDSA",MA_SLUZ2,,-4.31,-46.53,1,single,10,Rafael Salomão
1210,Brazil,Pará,"Altamira, Torrão",XIN_06,,-3.53,-52.37,1,combi,10,Rafael Salomão
1211,Brazil,Pará,"Altamira, Torrão",XIN_07,,-3.52,-52.37,1,combi,10,Rafael Salomão
1212,Brazil,Pará,"Vitória do Xingu, Igarapé Galhoso",XIN_08,,-3.34,-51.95,1,combi,10,Rafael Salomão
1213,Brazil,Pará,"Anapu, Bom Jardim",XIN_09,,-3.41,-51.76,1,combi,10,Rafael Salomão
1214,Brazil,Pará,"Anapu, Bom Jardim",XIN_10,,-3.41,-51.76,1,combi,10,Rafael Salomão
1215,Brazil,Pará,"Altamira, Itapuama",XIN_11,,-3.61,-52.34,1,combi,10,Rafael Salomão
1216,Brazil,Pará,"Altamira, Itapuama",XIN_12,,-3.61,-52.34,1,combi,10,Rafael Salomão
1217,Brazil,Pará,"Vitória do Xingu, Travessão do 53",XIN_13,,-3.21,-51.8,1,combi,10,Rafael Salomão
1218,Brazil,Pará,"Vitória do Xingu, Igarapé Di Maria",XIN_14,,-3.36,-51.91,1,combi,10,Rafael Salomão
1219,Brazil,Pará,"Anapu, Caracol",XIN_15,,-3.46,-51.67,1,combi,10,Rafael Salomão
1220,Brazil,Pará,"Anapu, Caracol",XIN_16,,-3.46,-51.66,1,combi,10,Rafael Salomão
1221,Brazil,Pará,"Altamira, Ilha Grande",XIN_17,,-3.61,-52.37,1,combi,10,Rafael Salomão
1222,Brazil,Pará,"Altamira, Ilha Grande",XIN_18,,-3.61,-52.35,1,combi,10,Rafael Salomão
1223,Brazil,Pará,"Vitória do Xingu, Ilha Taboca",XIN_19,,-3.39,-51.94,1,combi,10,Rafael Salomão
1224,Brazil,Pará,"Vitória do Xingu, Ilha Bela Vista",XIN_20,,-3.41,-51.73,1,combi,10,Rafael Salomão
1225,Brazil,Pará,"Vitória do Xingu, Ilha Bela Vista",XIN_21,,-3.4,-51.72,1,combi,10,Rafael Salomão
1226,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 1",NOV_AM01,,-1.41,-48.28,1,single,10,Rafael Salomão
1227,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 2",NOV_AM02,,-1.4,-48.28,1,single,10,Rafael Salomão
1228,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 3",NOV_AM03,,-1.4,-48.28,1,single,10,Rafael Salomão
1229,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 4",NOV_AM04,,-1.41,-48.27,1,single,10,Rafael Salomão
1230,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 5",NOV_AM05,,-1.41,-48.28,1,single,10,Rafael Salomão
1231,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 6",NOV_AM06,,-1.4,-48.27,1,single,10,Rafael Salomão
1232,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 7",NOV_AM07,,-1.4,-48.28,1,single,10,Rafael Salomão
1233,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 8",NOV_AM08,,-1.4,-48.28,1,single,10,Rafael Salomão
1234,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 9",NOV_AM09,,-1.4,-48.27,1,single,10,Rafael Salomão
1235,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 10",NOV_AM10,,-1.4,-48.27,1,single,10,Rafael Salomão
1236,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 11",NOV_AM11,,-1.4,-48.28,1,single,10,Rafael Salomão
1237,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 12",NOV_AM12,,-1.41,-48.28,1,single,10,Rafael Salomão
1238,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 13",NOV_AM13,,-1.41,-48.28,1,single,10,Rafael Salomão
1239,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 14",NOV_AM14,,-1.4,-48.28,1,single,10,Rafael Salomão
1240,Brazil,Pará,"Escola Densa/Nova Amafrutas Escola Densa/Nova Amafrutas, Benevides, Pará 15",NOV_AM15,,-1.4,-48.28,1,single,10,Rafael Salomão
1241,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_01,,-1.64,-56.5,1,combi,10,Rafael Salomão
1242,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_02,,-1.64,-56.5,1,combi,10,Rafael Salomão
1243,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_03,,-1.64,-56.5,1.25,combi,10,Rafael Salomão
1244,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_04,,-1.64,-56.51,1,combi,10,Rafael Salomão
1245,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_05,,-1.64,-56.51,0.75,combi,10,Rafael Salomão
1246,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_06,,-1.64,-56.51,1,combi,10,Rafael Salomão
1247,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_07,,-1.63,-56.52,1,combi,10,Rafael Salomão
1248,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_08,,-1.62,-56.52,1,combi,10,Rafael Salomão
1249,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_09,,-1.63,-56.53,1,combi,10,Rafael Salomão
1250,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_10,,-1.64,-56.52,1.25,combi,10,Rafael Salomão
1251,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_11,,-1.63,-56.52,1.5,combi,10,Rafael Salomão
1252,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_12,,-1.64,-56.52,0.75,combi,10,Rafael Salomão
1253,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_13,,-1.64,-56.53,1,combi,10,Rafael Salomão
1254,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_14,,-1.64,-56.52,1,combi,10,Rafael Salomão
1255,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_15,,-1.65,-56.53,1.25,combi,10,Rafael Salomão
1256,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_16,,-1.66,-56.52,1.25,combi,10,Rafael Salomão
1257,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_17,,-1.66,-56.53,0.75,combi,10,Rafael Salomão
1258,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_18,,-1.65,-56.51,0.75,combi,10,Rafael Salomão
1259,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_19,,-1.64,-56.54,1.25,combi,10,Rafael Salomão
1260,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_20,,-1.64,-56.54,0.75,combi,10,Rafael Salomão
1261,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_21,,-1.64,-56.54,0.75,combi,10,Rafael Salomão
1262,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_22,,-1.64,-56.53,0.75,combi,10,Rafael Salomão
1263,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_23,,-1.65,-56.53,0.75,combi,10,Rafael Salomão
1264,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_24,,-1.63,-56.54,1,combi,10,Rafael Salomão
1265,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_25,,-1.63,-56.54,1,combi,10,Rafael Salomão
1266,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_26,,-1.62,-56.54,1.25,combi,10,Rafael Salomão
1267,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_27,,-1.62,-56.53,1.25,combi,10,Rafael Salomão
1268,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_28,,-1.62,-56.54,1,combi,10,Rafael Salomão
1269,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_29,,-1.62,-56.54,1,combi,10,Rafael Salomão
1270,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_30,,-1.61,-56.54,0.75,combi,10,Rafael Salomão
1271,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_31,,-1.64,-56.55,1,combi,10,Rafael Salomão
1272,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_32,,-1.63,-56.55,1,combi,10,Rafael Salomão
1273,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_33,,-1.63,-56.56,0.75,combi,10,Rafael Salomão
1274,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_34,,-1.62,-56.56,0.75,combi,10,Rafael Salomão
1275,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_35,,-1.62,-56.56,1.25,combi,10,Rafael Salomão
1276,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_36,,-1.62,-56.56,1,combi,10,Rafael Salomão
1277,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_37,,-1.62,-56.58,0.75,combi,10,Rafael Salomão
1278,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_38,,-1.63,-56.57,1,combi,10,Rafael Salomão
1279,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_39,,-1.64,-56.57,1,combi,10,Rafael Salomão
1280,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_40,,-1.63,-56.57,1,combi,10,Rafael Salomão
1281,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_41,,-1.64,-56.57,1,combi,10,Rafael Salomão
1282,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_42,,-1.64,-56.57,1,combi,10,Rafael Salomão
1283,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_43,,-1.64,-56.58,0.75,combi,10,Rafael Salomão
1284,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_44,,-1.64,-56.57,0.75,combi,10,Rafael Salomão
1285,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_45,,-1.65,-56.57,1,combi,10,Rafael Salomão
1286,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_46,,-1.65,-56.57,1,combi,10,Rafael Salomão
1287,Brazil,Pará,"Trombetas, Platô Monte Branco",TROM_C_47,,-1.65,-56.58,1,combi,10,Rafael Salomão
1288,Brazil,Pará,Belem Mocambo 1,BEL_MOC1,,-1.44,-48.41,1,single,10,Rafael Salomão
